id|sentence
CNXP-opiniao-20240402-6c7ccdde-10|A realidade das eleições primárias americanas é um exemplo claro desse panorama.
CNXP-opiniao-20240402-6c7ccdde-11|"No Brasil, a polarização entre os campos políticos que representam a esquerda e a direita pode ter um papel significativo, impactando nas eleições municipais de 2024, que, para muitos, podem ser consideradas um ""terceiro turno"" das presidenciais de 2022."
CNXP-opiniao-20240402-6c7ccdde-12|A tendência é de que os debates políticos girem em torno de temas comumente explorados pelos dois lados, como descriminalização do aborto e demais conteúdos atinentes à chamada pauta de costumes.
CNXP-opiniao-20240402-6c7ccdde-13|A eclosão dessa polarização política excessiva entre dois polos políticos pode afetar a democracia e a participação política, levando a altos índices de abstenção eleitoral e inibindo a atuação de mulheres no pleito.
CNXP-opiniao-20240402-6c7ccdde-14|Quando o espaço político se torna polarizado, o resultado pode ser a ocorrência de maior violência política, propagação de discursos de ódio e de fake news.
CNXP-opiniao-20240402-6c7ccdde-15|Vale trazer à memória que, nas eleições de 2022, houve um recorde de violência política contra a mulher — um dos principais fatores que as afastam da política.
CNXP-opiniao-20240402-6c7ccdde-16|A violência política contra a mulher é uma realidade que desafia a Justiça Eleitoral, pois muitas dessas candidatas sequer compreendem ainda o que é o fenômeno e como obter uma rápida resposta estatal capaz de minimizar os efeitos dessa violência na sua campanha.
CNXP-opiniao-20240402-6c7ccdde-17|A Lei 14.192/21, que criminaliza a violência política, pela primeira vez será aplicada em eleições municipais, que trazem especificidades regionais e demandas locais.
CNXP-opiniao-20240402-6c7ccdde-18|Em meio a esse cenário de polarização, a expectativa é de que as candidaturas femininas enfrentem um ambiente mais tóxico e desafiador, o que, consequentemente, poderá culminar em maior incidência da violência política.
CNXP-opiniao-20240402-6c7ccdde-19|Quando a sociedade permanece concentrada em dois lados políticos, os adversários são inimigos, o diálogo é comprometido, a intolerância e a guerra de narrativas predominam.
CNXP-opiniao-20240402-6c7ccdde-20|Nesse contexto, o grande desafio dos partidos em 2024 é criar estratégias para aumentar a participação de mulheres nas eleições diante de um ambiente mais adverso.
CNXP-opiniao-20240402-6c7ccdde-21|Algumas ações podem ser adotadas com maior empenho — entre as quais, assegurar recursos financeiros; implementar medidas educativas para combater a desigualdade; a fiscalização veemente por parte da Justiça Eleitoral para garantir a aplicação da Lei 14.192/21; estimular o debate sobre a baixa representatividade feminina nos espaços de poder; e a promoção da conscientização dos eleitores para escolherem seus representantes.
CNXP-opiniao-20240402-6c7ccdde-22|Essas estratégias visam não apenas aumentar a presença feminina na política, mas também garantir que as mulheres tenham condições e oportunidades equitativas para participar ativamente do cenário político.
CNXP-opiniao-20240402-6c7ccdde-23|Decerto, a polarização política pode ter implicações negativas na participação das mulheres na política, seja porque corre-se o risco da banalização do sufrágio a uma simples identificação de quem é contra ou a favor de um ou outro ator político, conservador ou progressista; seja porque ambientes hostis e intolerantes poderão culminar no retrocesso em relação ao número de candidaturas femininas face ao desencorajamento, e na abrupta expansão do crime de violência política contra a mulher exclusivamente em razão da sua condição feminina, exigindo do aparato da Justiça Eleitoral uma resposta célere a essas candidatas, antes do término dos 45 dias de duração de uma campanha eleitoral, sob pena de esvaziamento da norma.
CNXP-opiniao-20240402-6c7ccdde-24|***Cristiane Britto, advogada eleitoral e ex-ministra da Mulher, da Família e dos Direitos Humanos
CNXP-opiniao-20230727-3aacac32-0|Eu, Ubiratan Sanderson, e você, cidadão, temos assistido a um verdadeiro show de horrores no campo das garantias fundamentais em nosso país.
CNXP-opiniao-20230727-3aacac32-1|Infelizmente, o Estado que persegue tem ultrapassado todos os limites de razoabilidade, partindo literalmente para cima dos brasileiros pelo simples fato de pensarem diferente.
CNXP-opiniao-20230727-3aacac32-2|Até mesmo jornalistas estão sofrendo sanções absurdas.
CNXP-opiniao-20230727-3aacac32-3|"Recentemente, vimos a implantação da mais abjeta das ações detrimentosas às garantias fundamentais: a ""fishing expedition"", termo em inglês que significa expedição de pesca, mas que em bom português quer dizer ""busca especulativa"", ou seja, perseguição política."
CNXP-opiniao-20230727-3aacac32-4|Esses instrumentos de perseguição, próprios de regimes totalitários, são normalmente usados para mascarar abusos.
CNXP-opiniao-20230727-3aacac32-5|Para fazer de conta que o devido processo legal e as garantias constitucionais estão sendo cumpridas, lançam mão de construções argumentativas estapafúrdias para fundamentar a expedição de ordens de prisão, de buscas, quebras de sigilos e bloqueio de bens, etc.
CNXP-opiniao-20230727-3aacac32-6|Numa democracia, esse tipo de instrumento é classificado como abuso de autoridade, cujos responsáveis costumam responder civil e criminalmente com os rigores da lei.
CNXP-opiniao-20230727-3aacac32-7|"A operação da Polícia Federal contra uma família paulista que, na Itália, em férias, teria cometido ""injúria"" contra o ministro Alexandre de Moraes, do STF, foi o alvo da vez."
CNXP-opiniao-20230727-3aacac32-8|A desproporcionalidade da medida judicial, de forma desmedida, procura tratar uma situação banal, sem relevância penal alguma, como se um crime hediondo fosse.
CNXP-opiniao-20230727-3aacac32-9|Óbvio que ofensas e insultos não podem ser aceitos em hipótese alguma, contra quem quer que seja, mas tratar como criminosos violentos pessoas que supostamente injuriaram um ministro do STF é um enorme exagero, algo que não dá para jamais concordar.
CNXP-opiniao-20230727-3aacac32-10|Não custa lembrar que o Código Penal Brasileiro, em seu artigo 140, classifica como injúria a ofensa à dignidade ou ao decoro de alguém, estabelecendo pena de 1 a 6 meses de detenção.
CNXP-opiniao-20230727-3aacac32-11|É um crime de menor potencial ofensivo, que nem prisão em flagrante cabe.
CNXP-opiniao-20230727-3aacac32-12|Se o autor for primário, cabe inclusive a chamada transação penal, quando a ação penal sequer é iniciada.
CNXP-opiniao-20230727-3aacac32-13|Por isso, ver uma megaoperação policial realizada para apurar uma situação sem nenhuma relevância penal, na verdade, o crime imputado à família Mantovani é daqueles classificados como de menor potencial ofensivo, conforme já acima repisado.
CNXP-opiniao-20230727-3aacac32-14|Portanto, estamos, muito provavelmente, diante de um covarde abuso de autoridade, cujos responsáveis não podem sair ilesos.
CNXP-opiniao-20230727-3aacac32-15|Vale registrar que a estada de Alexandre de Moraes na Itália ocorreu em virtude de uma palestra que o referido ministro proferiu em Roma, organizada, promovida e patrocinada por uma faculdade brasileira sediada em Goiás, que inclusive foi recentemente condenada por fake news.
CNXP-opiniao-20230727-3aacac32-16|Diante disso tudo, é impossível assistirmos silentes a esse show de horrores que ultimamente temos assistido.
CNXP-opiniao-20230727-3aacac32-17|Enquanto o Congresso Nacional, notadamente o Senado Federal, continuar fazendo de conta que está tudo bem, temos o dever de seguir denunciando as arbitrariedades perpetradas por aqueles que têm a obrigação de proteger o estado democrático de direito em nosso país.
CNXP-opiniao-20230703-c5a4c59f-0|A eleição para a presidência da Câmara dos Deputados acontecerá apenas em 2025.
CNXP-opiniao-20230703-c5a4c59f-1|Apesar de ainda está longe, a disputa já começa a movimentar os bastidores de Brasília.
CNXP-opiniao-20230703-c5a4c59f-2|Alguns nomes começam a surgir como possíveis substitutos de Arthur Lira (PP-AL).
CNXP-opiniao-20230703-c5a4c59f-3|Entre as figuras levantadas pela Coluna do Magnani, estão parlamentares do União Brasil, Republicanos e PSB.
CNXP-opiniao-20230703-c5a4c59f-4|Um dos cotados para substituir Lira é Elmar Nascimento (União-BA), líder do seu partido na Câmara dos Deputados.
CNXP-opiniao-20230703-c5a4c59f-5|O baiano é praticamente unanimidade entre os deputados de sua sigla.
CNXP-opiniao-20230703-c5a4c59f-6|Inclusive, integrantes da bancada já falam internamente que o líder poderá ser o candidato da legenda para comandar a Casa Legislativa.
CNXP-opiniao-20230703-c5a4c59f-7|Outro nome também surge como um dos favoritos para o cargo.
CNXP-opiniao-20230703-c5a4c59f-8|Trata-se de Arthur Maia, do União, que é do reduto baiano.
CNXP-opiniao-20230703-c5a4c59f-9|Atualmente, ele assume a presidência da Comissão Parlamentar Mista de Inquérito (CPMI) do 8 de Janeiro, além de ser ex-presidente da Comissão de Constituição e Justiça.
CNXP-opiniao-20230703-c5a4c59f-10|Maia, desde a época em que comandava a CCJ, vem recebendo elogios por sua forma “democrática” de conduzir os trabalhos.
CNXP-opiniao-20230703-c5a4c59f-11|Quem também está sendo sondado é Felipe Carreras (PSB-PE), líder do maior bloco da Câmara, que possui 173 deputados distribuídos entre União Brasil, PP, Federação PSDB-Cidadania, PDT, PSB, Avante, Solidariedade e Patriota.
CNXP-opiniao-20230703-c5a4c59f-12|O nome do pernambucano pode ser uma alternativa para o Executivo ter uma maior governabilidade na Câmara.
CNXP-opiniao-20230703-c5a4c59f-13|Além desses, circula também a possibilidade de um integrante do Republicanos entra na disputa pela cadeira.
CNXP-opiniao-20230703-c5a4c59f-14|Trata-se do presidente nacional do partido e vice-presidente da Câmara dos Deputados, o deputado federal Marcos Pereira (Republicanos-SP).
CNXP-opiniao-20230703-c5a4c59f-15|Parlamentares têm demonstrado satisfação com a postura do congressista nas vezes em que ele assumiu a presidência da Casa, quando Arthur Lira se encontrava ausente.
CNXP-opiniao-20230703-c5a4c59f-16|Pereira foi elogiado pela antecedência na disponibilização das pautas que seriam discutidas pelos congressistas.
CNXP-opiniao-20230703-c5a4c59f-17|O Partido Liberal (PL), sigla de Jair Bolsonaro, que tem a maior legenda da Câmara dos Deputados, também poderá lançar seu próprio candidato.
CNXP-opiniao-20230621-e436c9ed-0|Num sistema republicano, o Brasil adota esse sistema, não se permitem relações de amizade ou de compadrio como critério para ocupação de cargos ou funções públicas.
CNXP-opiniao-20230621-e436c9ed-1|A nossa Constituição, aliás, é bastante clara nesse sentido.
CNXP-opiniao-20230621-e436c9ed-2|Infelizmente, no Brasil, o atual presidente da República parece nunca ter lido a Constituição.
CNXP-opiniao-20230621-e436c9ed-3|Se porventura leu, só pode estar agindo de má-fé ao atacá-la tanto.
CNXP-opiniao-20230621-e436c9ed-4|Estaria Lula atuando de má-fé ou dolosamente ao indicar seu amigo e advogado particular Cristiano Zanin para a vaga de ministro do STF?
CNXP-opiniao-20230621-e436c9ed-5|Ao levar o nome de Zanin para o Senado, Lula fere de morte os princípios da moralidade e da impessoalidade, cravados pelo legislador constituinte na nossa Carta Magna justamente para evitar situações como esta.
CNXP-opiniao-20230621-e436c9ed-6|Parentes, amigos, sócios, compadres, parceiros, entre outros agregados, não têm a isenção e a imparcialidade necessárias à judicatura.
CNXP-opiniao-20230621-e436c9ed-7|Daí vêm os dispositivos constitucionais vedando o compadrio no âmbito da administração pública.
CNXP-opiniao-20230621-e436c9ed-8|Cabe lembrar que em uma república democrática ninguém está acima da lei.
CNXP-opiniao-20230621-e436c9ed-9|Aos administradores públicos, especialmente, não há margem para escolher cumprir ou não cumprir mandamentos constitucionais ou legais.
CNXP-opiniao-20230621-e436c9ed-10|O descumprimento implica necessariamente na anulação do ato administrativo, bem como na responsabilização administrativa, civil e criminal do agente público que o autorizou.
CNXP-opiniao-20230621-e436c9ed-11|Por isso, aos agentes públicos impõe-se a subordinação não só ao princípio da legalidade, mas também aos princípios da moralidade e da impessoalidade, voltados à ética pública, à boa-fé, à honestidade, à lealdade e à probidade na administração.
CNXP-opiniao-20230621-e436c9ed-12|Para o presidente da República, inclusive, de modo específico, o descumprimento dessas determinações pode configurar crime de responsabilidade passível de interrupção do mandato via processo de impeachment.
CNXP-opiniao-20230621-e436c9ed-13|Note-se que o advogado Cristiano Zanin, cujo sogro é compadre e amigo de longa data de Lula, ficou conhecido a partir do momento em que assumiu a defesa do então ex-presidente Lula, envolvido numa série de escândalos de corrupção e lavagem de dinheiro que o levaram à cadeia.
CNXP-opiniao-20230621-e436c9ed-14|Apesar de já ter sido amplamente divulgado pela imprensa, não custa lembrar que o escritório do advogado Zanin recebeu R$ 1,7 milhão por serviços de consultoria jurídica prestados ao Partido dos Trabalhadores, cujos pagamentos mensais de R$ 46,9 mil ocorreram entre setembro de 2019 e agosto de 2022, conforme dados registrados no TSE.
CNXP-opiniao-20230621-e436c9ed-15|Além disso, o escritório também teria recebido R$ 1,2 milhão para atuar na campanha eleitoral de Lula.
CNXP-opiniao-20230621-e436c9ed-16|Ainda que o Presidente da República tenha prerrogativas para indicar brasileiros natos, com notável saber jurídico e reputação ilibada, para ocuparem o cargo de Ministro do Supremo Tribunal Federal, de caráter vitalício — requisitos que Cristiano Zanin em tese teria (em tese, porque não sei se efetivamente possui notável saber jurídico) — o chefe do Poder Executivo também deve respeitar as hipóteses legais moralmente admissíveis.
CNXP-opiniao-20230621-e436c9ed-17|Em um sistema republicano, não existem poderes absolutos ou ilimitados, pois isso seria contrário ao próprio Estado de Direito, que vincula a todos.
CNXP-opiniao-20230621-e436c9ed-18|Além disso, sobre o suposto notável saber jurídico de Zanin, destaca-se que o advogado associado a Lula não foi capaz de evitar a condenação e nem mesmo a diminuição da pena de seu cliente.
CNXP-opiniao-20230621-e436c9ed-19|Lula foi condenado em 1º grau por corrupção e lavagem de dinheiro, e teve suas penas aumentadas pelos desembargadores do TRF 4ª Região em Porto Alegre, que unanimemente rejeitaram as razões do recurso promovido por Zanin.
CNXP-opiniao-20230621-e436c9ed-20|Caberá ao Senado Federal homologar ou não a indicação de Cristiano Zanin para ocupar um cargo vitalício e de enorme importância.
CNXP-opiniao-20230621-e436c9ed-21|Um presidente da República possui poderes consideráveis, porém, não tem o poder de desobedecer os mandamentos constitucionais da impessoalidade e da moralidade.
CNXP-opiniao-20230621-e436c9ed-22|No caso em questão, esses mandamentos estão sendo desrespeitados para atender não ao interesse público, mas para atender a um interesse nitidamente pessoal, algo que é amplamente reprovável pela sociedade brasileira.
